"","Year","UniversityNo","Ranking_Scores","Province","Topic","Media_Impact","Plan_Number","GDP_Per_Person","X1A_Number","Level","Lowest_Ranking","Ranking_Percentage"
"419",2011,10022,7.66,"北京","理科",NA,69,719.383250930221,30392,34,25920,0.852856014740721
"420",2011,11415,11.82,"北京","理科",0.0359919028340081,29,719.383250930221,30392,33,23837,0.784318241642537
"421",2011,10288,10.68,"江苏","理科",0.0258704453441296,41,526.416192463409,30392,31,15341,0.504770992366412
"422",2011,10730,14.61,"甘肃","理科",0.0449392712550607,54,160.968054437925,30392,33,24664,0.811529349828902
"423",2011,10403,6.91,"江西","理科",0.0388259109311741,20,211.804859204515,30392,34,27066,0.890563306133193
"424",2011,10200,10.81,"吉林","理科",NA,9,315.57489259448,30392,34,30392,1
"425",2011,10183,35.41,"吉林","理科",0.0680161943319838,100,315.57489259448,30392,32,19965,0.656916293761516
"426",2011,10384,26.03,"福建","理科",0.17085020242915,87,399.055510425129,30392,27,7331,0.241214793366675
"427",2011,10385,1.64,"福建","理科",0.0312145748987854,182,399.055510425129,30392,34,30392,1
"428",2011,10107,NA,"河北","理科",NA,4,283.505616103203,30392,34,30392,1
"429",2011,10080,3.05,"河北","理科",NA,10,283.505616103203,30392,34,25756,0.847459857857331
"430",2011,10657,5,"贵州","理科",NA,16,132.283989652199,30392,34,30392,1
"431",2011,10613,10.15,"四川","理科",NA,100,213.619029151315,30392,32,20792,0.684127401947881
"432",2011,10163,1.59,"辽宁","理科",NA,10,421.880457142857,30392,34,30392,1
"433",2011,10141,17.8,"辽宁","理科",0.0267611336032389,30,421.880457142857,30392,30,13424,0.44169518294288
"434",2011,10614,10.02,"四川","理科",0.0672064777327935,120,213.619029151315,30392,31,15960,0.525138194261648
"435",2011,10173,3.38,"辽宁","理科",NA,20,421.880457142857,30392,32,19301,0.635068439062911
"436",2011,10145,15.08,"辽宁","理科",0.0393522267206478,50,421.880457142857,30392,33,23179,0.762667807317715
"437",2011,10589,4.75,"海南","理科",0.0353036437246964,162,237.695008922918,30392,34,30392,1
"438",2011,10147,1.54,"辽宁","理科",NA,31,421.880457142857,30392,34,30392,1
"439",2011,10151,3.28,"辽宁","理科",NA,78,421.880457142857,30392,34,27389,0.901191102921822
"440",2011,10140,4.79,"辽宁","理科",0.032914979757085,16,421.880457142857,30392,34,28899,0.950875230323769
"441",2011,10159,3.96,"辽宁","理科",NA,37,421.880457142857,30392,34,30392,1
"442",2011,10056,21.98,"天津","理科",0.0757085020242915,33,709.961594409254,30392,30,12966,0.426625427744143
"443",2011,10635,9.96,"重庆","理科",0.0603238866396761,36,274.753000395199,30392,34,28930,0.951895235588313
"444",2011,10358,NA,"安徽","理科",NA,35,207.486192019071,30392,14,700,0.0230323769413003
"445",2011,10491,11.82,"湖北","理科",0.0359919028340081,49,278.768311879247,30392,34,25460,0.837720452750724
"446",2011,10611,15.19,"重庆","理科",0.0712550607287449,86,274.753000395199,30392,31,16086,0.529284022111082
"447",2011,10652,3.77,"重庆","理科",0.0389878542510121,68,274.753000395199,30392,33,21429,0.705086864964464
"448",2011,10698,26.73,"陕西","理科",0.0898785425101215,30,271.043641231593,30392,24,4670,0.153658857594104
"449",2011,10300,1.15,"江苏","理科",NA,12,526.416192463409,30392,34,30392,1
"450",2011,10697,11.63,"陕西","理科",0.0449392712550607,4,271.043641231593,30392,34,30392,1
"451",2011,10703,2.74,"陕西","理科",NA,4,271.043641231593,30392,33,24029,0.79063569360358
"452",2011,10423,11.21,"山东","理科",0.0284615384615385,86,408.536202514218,30392,33,21446,0.705646222690182
"453",2011,10710,8.57,"陕西","理科",NA,50,271.043641231593,30392,34,30392,1
"454",2011,10701,8.31,"陕西","理科",NA,91,271.043641231593,30392,32,18529,0.60966701763622
"455",2011,10425,11.06,"山东","理科",0.059919028340081,40,408.536202514218,30392,34,27597,0.908035009212951
"456",2011,10708,1.05,"陕西","理科",NA,5,271.043641231593,30392,34,30392,1
"457",2011,10112,5.42,"山西","理科",NA,30,257.430800954643,30392,34,30392,1
"458",2011,10699,17.08,"陕西","理科",NA,21,271.043641231593,30392,31,15664,0.515398789155041
"459",2011,10712,8.74,"陕西","理科",NA,14,271.043641231593,30392,34,30392,1
"460",2011,10718,5.8,"陕西","理科",NA,43,271.043641231593,30392,34,30392,1
"461",2011,10700,3.18,"陕西","理科",NA,54,271.043641231593,30392,34,30392,1
"462",2011,10724,NA,"陕西","理科",NA,6,271.043641231593,30392,32,18751,0.616971571466175
"463",2011,10386,5.8,"福建","理科",0.0269635627530364,10,399.055510425129,30392,32,20679,0.680409318241643
"464",2011,10574,6.61,"广东","理科",0.0522267206477733,1874,440.698442860509,30392,32,19956,0.656620163200842
"465",2011,10225,5.11,"黑龙江","理科",NA,19,270.484041373733,30392,34,30392,1
"466",2011,10213,27.82,"黑龙江","理科",0.0765182186234818,75,270.484041373733,30392,34,27812,0.915109239273493
"467",2011,10107,NA,"黑龙江","理科",NA,4,270.484041373733,30392,34,30392,1
"468",2011,10184,2.94,"吉林","理科",NA,6,315.57489259448,30392,34,30392,1
"469",2011,10217,9.83,"黑龙江","理科",NA,20,270.484041373733,30392,33,21667,0.712917873124506
"470",2011,10226,3.89,"黑龙江","理科",NA,18,270.484041373733,30392,34,30392,1
"471",2011,10220,NA,"黑龙江","理科",NA,5,270.484041373733,30392,34,30392,1
"570",2012,19248,42.52,"上海","理科",0.165558912386707,8,817.721707718129,29207,16,1036,0.0354709487451638
"571",2012,10251,12.54,"上海","理科",0.0255589123867069,36,817.721707718129,29207,31,15180,0.519738418872188
"572",2012,10033,NA,"北京","理科",NA,26,805.108986426236,29207,29,11180,0.382784948813641
"573",2012,10425,11.26,"山东","理科",0.0537764350453172,40,470.691907563034,29207,33,23126,0.791796487143493
"574",2012,19013,8.49,"北京","理科",0.0773413897280967,19,805.108986426236,29207,32,17608,0.602869175197727
"575",2012,10613,10.33,"四川","理科",0.0277039274924471,104,261.20099378882,29207,32,17702,0.606087581744102
"576",2012,10247,21.1,"上海","理科",0.16404833836858,81,817.721707718129,29207,19,1751,0.0599513815181292
"577",2012,10651,4.45,"四川","理科",0.0380664652567976,36,261.20099378882,29207,30,12994,0.444893347485192
"578",2012,10010,8.53,"北京","理科",NA,49,805.108986426236,29207,33,21850,0.748108330194816
"579",2012,10126,5.82,"内蒙古","理科",NA,6,578.628445708806,29207,34,29207,1
"580",2012,10004,10.66,"北京","理科",0.0537764350453172,77,805.108986426236,29207,30,12460,0.426610059232376
"581",2012,10036,3.89,"北京","理科",0.0450151057401813,33,805.108986426236,29207,20,2136,0.0731331530112644
"582",2012,10002,36.61,"北京","理科",0.578851963746224,34,805.108986426236,29207,15,772,0.0264320197212997
"583",2012,10610,32.23,"四川","理科",0.136253776435045,86,261.20099378882,29207,30,12524,0.428801314753313
"584",2012,10561,16.73,"广东","理科",0.0830815709969789,2731,506.523369823893,29207,28,9024,0.308967028452083
"585",2012,10271,2.86,"上海","理科",0.0283987915407855,10,817.721707718129,29207,25,5368,0.183791556818571
"586",2012,10570,1.26,"广东","理科",NA,208,506.523369823893,29207,33,24324,0.832814051426028
"587",2012,10423,11.11,"山东","理科",0.0311178247734139,86,470.691907563034,29207,32,19899,0.68130927517376
"588",2012,10054,4.6,"北京","理科",NA,72,805.108986426236,29207,30,12320,0.421816687780327
"589",2012,10564,6.15,"广东","理科",0.0323262839879154,5259,506.523369823893,29207,34,29207,1
"590",2012,10572,3.16,"广东","理科",NA,1462,506.523369823893,29207,34,29207,1
"591",2012,10008,13.97,"北京","理科",0.0613293051359517,49,805.108986426236,29207,30,13395,0.458622932858561
"592",2012,11414,11.26,"北京","理科",0.0537764350453172,16,805.108986426236,29207,34,29207,1
"593",2012,10246,55.57,"上海","理科",0.453172205438066,40,817.721707718129,29207,13,601,0.0205772588762968
"594",2012,10031,NA,"北京","理科",NA,13,805.108986426236,29207,30,12942,0.443112952374431
"595",2012,10560,1.66,"广东","理科",NA,662,506.523369823893,29207,34,29207,1
"596",2012,10593,4.94,"广西","理科",0.0269788519637462,6,252.333046286329,29207,34,29207,1
"597",2012,10070,1.51,"天津","理科",NA,21,834.744348801843,29207,32,17585,0.60208169274489
"598",2012,10598,1.06,"广西","理科",NA,13,252.333046286329,29207,34,26421,0.904611908104222
"599",2012,19614,10.42,"四川","理科",0.0598187311178248,20,261.20099378882,29207,34,26470,0.906289588112439
"600",2012,10358,NA,"安徽","理科",NA,33,256.378183646113,29207,14,677,0.0231793748074092
"601",2012,10290,12.25,"江苏","理科",0.0241087613293051,96,621.743376782527,29207,34,29207,1
"602",2012,10294,8.95,"江苏","理科",NA,88,621.743376782527,29207,33,22297,0.763412880473859
"603",2012,10316,3.4,"江苏","理科",NA,21,621.743376782527,29207,33,23353,0.799568596569316
"604",2012,10574,6.64,"广东","理科",0.0504531722054381,1810,506.523369823893,29207,32,20245,0.693155750333824
"605",2012,10006,21.85,"北京","理科",0.0628398791540786,55,805.108986426236,29207,20,2071,0.070907659122813
"606",2012,10558,33.77,"广东","理科",0.250453172205438,2677,506.523369823893,29207,26,6082,0.208237751224022
"607",2012,10272,5.92,"上海","理科",0.0676737160120846,25,817.721707718129,29207,18,1354,0.0463587496148184
"608",2012,10288,9.85,"江苏","理科",NA,43,621.743376782527,29207,31,14754,0.505152874310953
"609",2012,10276,1.3,"上海","理科",0.0256495468277946,27,817.721707718129,29207,32,18808,0.643955216215291
"610",2012,10291,4.77,"江苏","理科",0.0241087613293051,31,621.743376782527,29207,34,29083,0.995754442428185
"611",2012,10307,9.25,"江苏","理科",NA,71,621.743376782527,29207,34,29207,1
"612",2012,10056,22.17,"天津","理科",0.0731117824773414,40,834.744348801843,29207,29,10825,0.370630328345944
"613",2012,10255,7.73,"上海","理科",0.0323262839879154,36,817.721707718129,29207,32,19489,0.667271544492759
"614",2012,10286,19.22,"江苏","理科",0.0779456193353474,50,621.743376782527,29207,28,9113,0.312014243160886
"615",2012,10001,100,"北京","理科",1,12,805.108986426236,29207,3,100,0.00342383675146369
"616",2012,10300,1.24,"江苏","理科",NA,12,621.743376782527,29207,34,28711,0.98301776971274
"617",2012,10359,8.02,"安徽","理科",NA,50,256.378183646113,29207,33,21962,0.751943027356456
"618",2012,10285,8.61,"江苏","理科",0.027583081570997,26,621.743376782527,29207,34,24387,0.83497106857945
"619",2012,19001,100,"北京","理科",1,16,805.108986426236,29207,11,402,0.013763823740884
"620",2012,10287,9.3,"江苏","理科",NA,54,621.743376782527,29207,31,16496,0.56479611052145
"621",2012,10043,NA,"北京","理科",NA,11,805.108986426236,29207,34,29207,1
"622",2012,10007,15.14,"北京","理科",0.0767371601208459,70,805.108986426236,29207,29,10268,0.351559557640292
"623",2012,10034,4.9,"北京","理科",0.242900302114804,60,805.108986426236,29207,18,1474,0.0504673537165748
"624",2012,10299,3.4,"江苏","理科",NA,40,621.743376782527,29207,34,29027,0.993837093847365
"625",2012,10013,8.49,"北京","理科",0.0773413897280967,90,805.108986426236,29207,27,8001,0.27394117848461
"626",2012,19213,27.27,"山东","理科",0.0424773413897281,25,470.691907563034,29207,32,18600,0.636833635772246
"627",2012,11415,11.85,"北京","理科",0.0368580060422961,29,805.108986426236,29207,33,23997,0.821618105248742
"628",2012,10559,8.2,"广东","理科",0.0803625377643505,1412,506.523369823893,29207,30,11744,0.402095388091896
"629",2012,10019,19.6,"北京","理科",0.0921148036253776,43,805.108986426236,29207,31,14354,0.491457527305098
"630",2012,10079,4.6,"河北","理科",NA,67,338.591618546207,29207,32,17706,0.606224535214161
"631",2012,10080,3.34,"河北","理科",NA,20,338.591618546207,29207,34,29207,1
"632",2012,10216,4.84,"河北","理科",NA,5,338.591618546207,29207,34,27389,0.93775464785839
"633",2012,10269,21.25,"上海","理科",0.0894259818731118,12,817.721707718129,29207,34,24729,0.846680590269456
"634",2012,12121,4.36,"广东","理科",NA,1500,506.523369823893,29207,34,29207,1
"635",2012,10459,8.58,"河南","理科",0.0673716012084592,54,286.859198316191,29207,34,29207,1
"636",2012,10335,56.1,"浙江","理科",0.25226586102719,80,591.595277320154,29207,12,487,0.0166740849796282
"637",2012,10003,96.18,"北京","理科",0.898972809667674,49,805.108986426236,29207,3,96,0.00328688328140514
"638",2012,10343,NA,"浙江","理科",NA,15,591.595277320154,29207,34,29207,1
"639",2012,10755,5.48,"新疆","理科",NA,4,299.271973233245,29207,34,29207,1
"640",2012,10589,4.76,"海南","理科",0.0435045317220544,140,287.521940322323,29207,34,29207,1
"641",2012,10053,6.45,"北京","理科",0.167673716012085,34,805.108986426236,29207,23,3412,0.116821309959941
"642",2012,10511,11.86,"湖北","理科",0.0664652567975831,38,340.956234803751,29207,33,23672,0.810490635806485
"643",2012,10487,34.56,"湖北","理科",0.150151057401813,150,340.956234803751,29207,31,15332,0.524942650734413
"644",2012,10280,8.16,"上海","理科",0.0719033232628399,22,817.721707718129,29207,31,16895,0.57845721915979
"645",2012,10248,42.52,"上海","理科",0.165558912386707,40,817.721707718129,29207,10,309,0.0105796555620228
"646",2012,10252,1.89,"上海","理科",NA,55,817.721707718129,29207,32,19247,0.658985859554216
"647",2012,19002,36.61,"江苏","理科",0.578851963746224,4,621.743376782527,29207,22,3260,0.111617078097716
"648",2012,10491,11.85,"湖北","理科",0.0368580060422961,47,340.956234803751,29207,33,22208,0.760365665765056
"649",2012,10022,8.11,"北京","理科",0.0240483383685801,74,805.108986426236,29207,34,25317,0.866812750368062
"650",2012,10486,39.37,"湖北","理科",0.222356495468278,169,340.956234803751,29207,28,9602,0.328756804875544
"651",2012,10497,9.11,"湖北","理科",0.0344410876132931,200,340.956234803751,29207,32,17073,0.584551648577396
"652",2012,10293,1.76,"江苏","理科",NA,46,621.743376782527,29207,32,18136,0.620947033245455
"653",2012,10284,42.9,"江苏","理科",0.169184290030211,46,621.743376782527,29207,15,803,0.0274934091142534
"654",2012,10520,5.87,"湖北","理科",0.0492447129909366,125,340.956234803751,29207,31,15752,0.53932276509056
"655",2012,10052,5.92,"北京","理科",0.0374622356495468,8,805.108986426236,29207,31,16794,0.574999144040812
"656",2012,10542,8.22,"湖南","理科",0.0335347432024169,24,298.22245133119,29207,34,24383,0.834834115109392
"657",2012,10005,7.47,"北京","理科",0.0380664652567976,18,805.108986426236,29207,33,20926,0.716472078611292
"658",2012,10541,1,"湖南","理科",NA,10,298.22245133119,29207,34,29207,1
"659",2012,10030,3.61,"北京","理科",0.0371601208459214,8,805.108986426236,29207,20,2018,0.0690930256445373
"660",2012,10533,27.62,"湖南","理科",0.0645015105740181,202,298.22245133119,29207,30,12514,0.428458931078166
"661",2012,10530,4.36,"湖南","理科",0.0240785498489426,35,298.22245133119,29207,34,29207,1
"662",2012,10532,13.92,"湖南","理科",0.0564954682779456,185,298.22245133119,29207,30,13401,0.458828363063649
"663",2012,10200,11.08,"吉林","理科",0.024833836858006,8,384.403562946232,29207,34,29207,1
"664",2012,10730,13.82,"甘肃","理科",0.0522658610271903,60,195.787753637601,29207,33,21526,0.737015099120074
"665",2012,10184,2.98,"吉林","理科",NA,6,384.403562946232,29207,34,29207,1
"666",2012,10026,4.57,"北京","理科",0.0302114803625378,6,805.108986426236,29207,28,9130,0.312596295408635
"667",2012,10403,6.61,"江西","理科",0.040785498489426,19,260.732651080943,29207,34,25229,0.863799774026774
"668",2012,10107,NA,"河北","理科",NA,5,338.591618546207,29207,34,28079,0.96137912144349
"669",2012,10614,10.42,"四川","理科",0.0598187311178248,130,261.20099378882,29207,31,14280,0.488923888109015
"670",2012,10385,1.78,"福建","理科",0.0344410876132931,160,472.047849462366,29207,34,29207,1
"671",2012,10384,25.42,"福建","理科",0.146525679758308,91,472.047849462366,29207,27,7122,0.243845653439244
"672",2012,10657,4.92,"贵州","理科",NA,12,164.365523205535,29207,34,29207,1
"673",2012,19145,14.97,"河北","理科",0.0323262839879154,46,338.591618546207,29207,34,29207,1
"674",2012,11413,12.25,"北京","理科",0.0241087613293051,7,805.108986426236,29207,34,27484,0.941007292772281
"675",2012,10140,4.75,"辽宁","理科",NA,18,507.111567419576,29207,34,27283,0.934125380901839
"676",2012,10173,3.18,"辽宁","理科",NA,19,507.111567419576,29207,32,17253,0.59071455473003
"677",2012,10151,3.37,"辽宁","理科",NA,77,507.111567419576,29207,34,28425,0.973225596603554
"678",2012,10145,14.97,"辽宁","理科",0.0323262839879154,92,507.111567419576,29207,33,23386,0.800698462697299
"679",2012,10055,27.84,"天津","理科",0.152296072507553,31,834.744348801843,29207,19,1893,0.0648132297052077
"680",2012,10163,1.47,"辽宁","理科",NA,9,507.111567419576,29207,34,29207,1
"681",2012,10141,17.34,"辽宁","理科",0.0252567975830816,35,507.111567419576,29207,30,13157,0.450474201390078
"682",2012,10147,1.75,"辽宁","理科",NA,28,507.111567419576,29207,34,29207,1
"683",2012,19359,8.02,"安徽","理科",NA,64,256.378183646113,29207,34,29207,1
"684",2012,10357,4.75,"安徽","理科",0.0264350453172205,14,256.378183646113,29207,34,29207,1
"685",2012,10652,3.71,"重庆","理科",0.0401812688821752,61,342.972593353888,29207,32,18152,0.621494847125689
"686",2012,10611,14.47,"重庆","理科",0.0719033232628399,89,342.972593353888,29207,31,15786,0.540486869586058
"687",2012,10366,1.63,"安徽","理科",NA,3,256.378183646113,29207,34,25590,0.876159824699558
"688",2012,19422,27.49,"山东","理科",0.102719033232628,35,470.691907563034,29207,34,26943,0.922484335946862
"689",2012,10422,27.49,"山东","理科",0.102719033232628,81,470.691907563034,29207,34,29207,1
"690",2012,10635,10.52,"重庆","理科",0.0525679758308157,42,342.972593353888,29207,33,24017,0.822302872599034
"691",2012,10698,26.43,"陕西","理科",0.0667673716012085,31,334.285332620892,29207,24,3934,0.134693737802582
"692",2012,10700,3.26,"陕西","理科",NA,42,334.285332620892,29207,34,29207,1
"693",2012,10504,10.73,"湖北","理科",0.0308157099697885,25,340.956234803751,29207,34,29207,1
"694",2012,10724,NA,"陕西","理科",NA,7,334.285332620892,29207,34,28070,0.961070976135858
"695",2012,10703,2.76,"陕西","理科",NA,3,334.285332620892,29207,30,12065,0.413085904064094
"696",2012,10112,5.63,"山西","理科",NA,30,312.737944162437,29207,34,29207,1
"697",2012,10295,6.11,"江苏","理科",NA,41,621.743376782527,29207,34,29183,0.999178279179649
"698",2012,10701,7.81,"陕西","理科",NA,92,334.285332620892,29207,31,16772,0.57424589995549
"699",2012,10697,11.59,"陕西","理科",0.0486404833836858,4,334.285332620892,29207,34,29207,1
"700",2012,10712,8.48,"陕西","理科",NA,10,334.285332620892,29207,34,29207,1
"701",2012,10710,9.48,"陕西","理科",NA,50,334.285332620892,29207,34,24898,0.85246687437943
"702",2012,10718,5.97,"陕西","理科",NA,39,334.285332620892,29207,34,29207,1
"703",2012,10708,1.16,"陕西","理科",NA,5,334.285332620892,29207,34,29207,1
"704",2012,80001,1.66,"广东","理科",NA,242,506.523369823893,29207,34,24749,0.847365357619749
"705",2012,10699,15.62,"陕西","理科",0.0246525679758308,25,334.285332620892,29207,34,29207,1
"706",2012,10183,33.68,"吉林","理科",0.075226586102719,108,384.403562946232,29207,33,22234,0.761255863320437
"707",2012,11846,1.37,"广东","理科",0.028036253776435,1839,506.523369823893,29207,32,17488,0.59876057109597
"708",2012,10386,5.91,"福建","理科",0.0263746223564955,16,472.047849462366,29207,32,20157,0.690142773992536
"709",2012,10220,NA,"黑龙江","理科",NA,5,328.168158142519,29207,34,29207,1
"710",2012,10225,5.02,"黑龙江","理科",NA,23,328.168158142519,29207,34,29207,1
"711",2012,10213,27.27,"黑龙江","理科",0.0424773413897281,65,328.168158142519,29207,28,9387,0.321395555859897
"712",2012,10107,NA,"黑龙江","理科",NA,5,328.168158142519,29207,34,28079,0.96137912144349
"713",2012,10226,3.88,"黑龙江","理科",NA,18,328.168158142519,29207,34,29207,1
"714",2012,10159,4.19,"辽宁","理科",NA,37,507.111567419576,29207,34,25164,0.861574280138323
"715",2012,10217,8.48,"黑龙江","理科",NA,25,328.168158142519,29207,34,29207,1
"814",2013,10008,13,"北京","理科",0.0576642335766423,56,864.031314937418,40420,29,14460,0.357743691241959
"815",2013,19248,47.62,"上海","理科",0.165693430656934,8,847.818251324341,40420,10,479,0.011850569025235
"816",2013,19001,100,"北京","理科",1,18,864.031314937418,40420,6,229,0.00566551212271153
"817",2013,10252,1.78,"上海","理科",NA,69,847.818251324341,40420,32,27201,0.672958931222167
"818",2013,10003,96.81,"北京","理科",0.975669099756691,63,864.031314937418,40420,2,111,0.00274616526472044
"819",2013,10255,10.43,"上海","理科",0.0311435523114355,37,847.818251324341,40420,31,22822,0.564621474517566
"820",2013,10013,7.69,"北京","理科",0.0788321167883212,101,864.031314937418,40420,25,6720,0.166254329539832
"821",2013,10054,4.44,"北京","理科",NA,86,864.031314937418,40420,34,40420,1
"822",2013,10033,NA,"北京","理科",NA,26,864.031314937418,40420,26,9143,0.22619990103909
"823",2013,10247,21.52,"上海","理科",0.165450121654501,98,847.818251324341,40420,16,1444,0.0357248886689758
"824",2013,10613,9.61,"四川","理科",0.0277372262773723,112,295.594462742379,40420,31,21190,0.524245423057892
"825",2013,10248,47.62,"上海","理科",0.165693430656934,43,847.818251324341,40420,7,274,0.00677882236516576
"826",2013,10272,5.15,"上海","理科",0.0695863746958637,32,847.818251324341,40420,19,2583,0.0639040079168728
"827",2013,10053,5.8,"北京","理科",0.169099756690998,42,864.031314937418,40420,22,3870,0.0957446808510638
"828",2013,11415,11.87,"北京","理科",0.0360097323600973,34,864.031314937418,40420,33,31160,0.770905492330529
"829",2013,10276,1.42,"上海","理科",0.0257907542579075,34,847.818251324341,40420,31,22447,0.55534388916378
"830",2013,10070,1.52,"天津","理科",NA,26,912.42118671054,40420,32,26286,0.650321622958931
"831",2013,10357,4.42,"安徽","理科",0.0265206812652068,20,287.442384769539,40420,33,33314,0.824195942602672
"832",2013,10626,3.61,"四川","理科",NA,20,295.594462742379,40420,34,40420,1
"833",2013,10359,7.89,"安徽","理科",NA,67,287.442384769539,40420,33,29635,0.733176645225136
"834",2013,19359,7.89,"安徽","理科",NA,80,287.442384769539,40420,34,40420,1
"835",2013,10052,5.22,"北京","理科",0.0369829683698297,9,864.031314937418,40420,32,24486,0.605789213260762
"836",2013,11414,9.95,"北京","理科",0.054014598540146,19,864.031314937418,40420,32,27089,0.670188025729837
"837",2013,10561,16.98,"广东","理科",0.0888077858880779,2662,538.681517840287,40420,26,9052,0.223948540326571
"838",2013,10422,28.09,"山东","理科",0.122141119221411,104,516.405899098284,40420,29,15693,0.388248391885205
"839",2013,10010,8.77,"北京","理科",NA,59,864.031314937418,40420,31,23362,0.577981197427016
"840",2013,10564,5.48,"广东","理科",0.0311435523114355,5622,538.681517840287,40420,34,40420,1
"841",2013,10559,7.58,"广东","理科",0.0815085158150852,1418,538.681517840287,40420,28,11843,0.292998515586343
"842",2013,10200,12.73,"吉林","理科",0.0250608272506083,22,434.091041303083,40420,34,40420,1
"843",2013,10007,14.04,"北京","理科",0.0778588807785888,74,864.031314937418,40420,27,9832,0.243245917862444
"844",2013,10593,4.79,"广西","理科",0.0272506082725061,7,278.408799658266,40420,34,40420,1
"845",2013,10246,55.87,"上海","理科",0.489051094890511,26,847.818251324341,40420,6,236,0.00583869371598219
"846",2013,80001,2.57,"广东","理科",NA,242,538.681517840287,40420,30,18412,0.455517070757051
"847",2013,11845,1.68,"广东","理科",NA,4949,538.681517840287,40420,34,40420,1
"848",2013,10300,1.59,"江苏","理科",NA,11,682.555006452037,40420,32,27613,0.683151904997526
"849",2013,10290,10.71,"江苏","理科",0.0233576642335766,94,682.555006452037,40420,33,31855,0.788099950519545
"850",2013,19614,10.06,"四川","理科",0.0574209245742092,30,295.594462742379,40420,31,22943,0.567615042058387
"851",2013,10269,18.73,"上海","理科",0.0912408759124088,20,847.818251324341,40420,28,12665,0.313334982681841
