"","Year","UniversityNo","Ranking_Scores","Province","Topic","Media_Impact","Plan_Number","GDP_Per_Person","X1A_Number","Level"
"741",2013,10010,8.77,"北京","文科",NA,12,864.031314937418,12924,57
"742",2013,10003,96.81,"北京","文科",0.975669099756691,4,864.031314937418,12924,1
"743",2013,10043,NA,"北京","文科",NA,10,864.031314937418,12924,59
"744",2013,10054,4.44,"北京","文科",NA,10,864.031314937418,12924,59
"745",2013,10307,9.16,"江苏","文科",NA,2,682.555006452037,12924,59
"746",2013,10291,4.46,"江苏","文科",0.0230170316301703,10,682.555006452037,12924,59
"747",2013,10542,7.79,"湖南","文科",0.0326034063260341,26,333.701816407162,12924,55
"748",2013,10002,28.36,"北京","文科",0.557177615571776,39,864.031314937418,12924,12
"749",2013,19002,28.36,"江苏","文科",0.557177615571776,6,682.555006452037,12924,37
"750",2013,10284,45.01,"江苏","文科",0.177858880778589,19,682.555006452037,12924,19
"751",2013,10300,1.59,"江苏","文科",NA,7,682.555006452037,12924,59
"752",2013,10019,18.1,"北京","文科",0.119221411192214,6,864.031314937418,12924,53
"753",2013,10589,3.99,"海南","文科",0.0454987834549878,43,322.095764480289,12924,59
"754",2013,10053,5.8,"北京","文科",0.169099756690998,55,864.031314937418,12924,55
"755",2013,10610,30,"四川","文科",0.135279805352798,16,295.594462742379,12924,45
"756",2013,10079,4.44,"河北","文科",NA,6,364.665159979197,12924,59
"757",2013,10005,6.71,"北京","文科",0.0394160583941606,6,864.031314937418,12924,59
"758",2013,10511,11.06,"湖北","文科",0.0647201946472019,39,385.022495241391,12924,52
"759",2013,10657,4.5,"贵州","文科",NA,6,196.672282703849,12924,59
"760",2013,10213,25.8,"黑龙江","文科",0.0472019464720195,6,357.105820492222,12924,57
"761",2013,10173,3.15,"辽宁","文科",NA,29,566.106858054226,12924,59
"762",2013,10022,6.85,"北京","文科",0.0228467153284672,14,864.031314937418,12924,54
"763",2013,10459,8.47,"河南","文科",0.0688564476885645,20,314.678722544705,12924,58
"764",2013,11414,9.95,"北京","文科",0.054014598540146,4,864.031314937418,12924,56
"765",2013,10423,10.18,"山东","文科",0.0304136253041363,27,516.405899098284,12924,50
"766",2013,10724,NA,"陕西","文科",NA,19,385.123367972289,12924,56
"767",2013,10032,1.11,"北京","文科",NA,19,864.031314937418,12924,46
"768",2013,10559,7.58,"广东","文科",0.0815085158150852,596,538.681517840287,12924,42
"769",2013,10359,7.89,"安徽","文科",NA,2,287.442384769539,12924,59
"770",2013,10140,4.44,"辽宁","文科",NA,50,566.106858054226,12924,59
"771",2013,10224,3.35,"黑龙江","文科",NA,21,357.105820492222,12924,59
"772",2013,10487,32.05,"湖北","文科",0.155231143552311,23,385.022495241391,12924,44
"773",2013,10635,10.32,"重庆","文科",0.0515815085158151,13,387.422750424448,12924,56
"774",2013,10611,13.76,"重庆","文科",0.0712895377128954,11,387.422750424448,12924,50
"775",2013,10004,9.31,"北京","文科",0.0532846715328467,6,864.031314937418,12924,59
"776",2013,10033,NA,"北京","文科",NA,18,864.031314937418,12924,40
"777",2013,10497,9.85,"湖北","文科",0.0347931873479319,21,385.022495241391,12924,56
"778",2013,10730,15.6,"甘肃","文科",0.0498783454987835,31,219.208162790247,12924,57
"779",2013,12121,4.73,"广东","文科",NA,58,538.681517840287,12924,59
"780",2013,10651,4.26,"四川","文科",0.0389294403892944,27,295.594462742379,12924,47
"781",2013,10712,8.02,"陕西","文科",NA,2,385.123367972289,12924,59
"782",2013,10564,5.48,"广东","文科",0.0311435523114355,1080,538.681517840287,12924,58
"783",2013,10530,3.84,"湖南","文科",0.022992700729927,25,333.701816407162,12924,59
"784",2013,10561,16.98,"广东","文科",0.0888077858880779,238,538.681517840287,12924,46
"785",2013,10184,3.16,"吉林","文科",NA,4,434.091041303083,12924,59
"786",2013,10533,26.1,"湖南","文科",0.0695863746958637,27,333.701816407162,12924,49
"787",2013,10285,8.82,"江苏","文科",0.0274939172749392,10,682.555006452037,12924,47
"788",2013,10183,34,"吉林","文科",0.072992700729927,8,434.091041303083,12924,46
"789",2013,10295,6.2,"江苏","文科",NA,5,682.555006452037,12924,53
"790",2013,10200,12.73,"吉林","文科",0.0250608272506083,13,434.091041303083,12924,57
"791",2013,10560,2.57,"广东","文科",NA,305,538.681517840287,12924,57
"792",2013,10520,5.13,"湖北","文科",0.0469586374695864,110,385.022495241391,12924,47
"793",2013,10151,3.18,"辽宁","文科",NA,16,566.106858054226,12924,59
"794",2013,10335,54.27,"浙江","文科",0.282238442822384,17,632.925506664232,12924,18
"795",2013,10574,6.15,"广东","文科",0.0496350364963504,1386,538.681517840287,12924,55
"796",2013,10386,6.4,"福建","文科",0.0257907542579075,6,525.661152614728,12924,57
"797",2013,10532,14.31,"湖南","文科",0.0549878345498783,25,333.701816407162,12924,47
"798",2013,10357,4.42,"安徽","文科",0.0265206812652068,15,287.442384769539,12924,56
"799",2013,10384,24.63,"福建","文科",0.137712895377129,27,525.661152614728,12924,37
"800",2013,10699,14.41,"陕西","文科",0.0248175182481752,4,385.123367972289,12924,56
"801",2013,11846,NA,"广东","文科",NA,1971,538.681517840287,12924,53
"802",2013,10070,1.52,"天津","文科",NA,19,912.42118671054,12924,55
"803",2013,10422,28.09,"山东","文科",0.122141119221411,28,516.405899098284,12924,48
"804",2013,10652,3.36,"重庆","文科",0.0401459854014599,69,387.422750424448,12924,48
"805",2013,10504,10.56,"湖北","文科",0.029683698296837,12,385.022495241391,12924,59
"806",2013,10491,11.87,"湖北","文科",0.0360097323600973,15,385.022495241391,12924,57
"807",2013,10385,1.95,"福建","文科",0.0335766423357664,55,525.661152614728,12924,59
"808",2013,10293,1.81,"江苏","文科",NA,23,682.555006452037,12924,59
"809",2013,10718,6.19,"陕西","文科",NA,25,385.123367972289,12924,58
"810",2013,19422,28.09,"山东","文科",0.122141119221411,22,516.405899098284,12924,54
"811",2013,10697,10.79,"陕西","文科",0.0467153284671533,2,385.123367972289,12924,53
"812",2013,10572,2.84,"广东","文科",NA,681,538.681517840287,12924,59
"813",2013,10698,25.59,"陕西","文科",0.0664233576642336,2,385.123367972289,12924,47
"967",2014,10272,62.15,"上海","文科",0.0733766233766234,16,894.442167153179,14000,33
"968",2014,10184,61.3,"吉林","文科",NA,4,471.833473873979,14000,59
"969",2014,11845,60.77,"广东","文科",0.038474025974026,1135,584.02827884254,14000,59
"970",2014,10054,62.15,"北京","文科",NA,10,922.09948931341,14000,55
"971",2014,10246,82.51,"上海","文科",0.435064935064935,21,894.442167153179,14000,7
"972",2014,10004,63.8,"北京","文科",0.0641233766233766,6,922.09948931341,14000,50
"973",2014,10264,60.43,"上海","文科",NA,26,894.442167153179,14000,59
"974",2014,10572,61.08,"广东","文科",NA,409,584.02827884254,14000,59
"975",2014,10280,63.49,"上海","文科",0.0761363636363636,2,894.442167153179,14000,38
"976",2014,10421,60.79,"江西","文科",NA,47,317.072631381091,14000,56
"977",2014,10005,62.73,"北京","文科",0.076461038961039,4,922.09948931341,14000,52
"978",2014,10285,63.79,"江苏","文科",0.0498376623376623,11,745.158064308917,14000,47
"979",2014,10559,63.04,"广东","文科",0.0930194805194805,606,584.02827884254,14000,42
"980",2014,10357,62.04,"安徽","文科",0.0368506493506493,15,315.7462934094,14000,55
"981",2014,10032,60.49,"北京","文科",NA,16,922.09948931341,14000,47
"982",2014,12121,62.04,"广东","文科",NA,38,584.02827884254,14000,57
"983",2014,10030,61.35,"北京","文科",0.0422077922077922,7,922.09948931341,14000,23
"984",2014,10338,60.86,"浙江","文科",NA,20,683.311931611495,14000,59
"985",2014,10126,62.18,"内蒙古","文科",NA,1,673.939486148758,14000,59
"986",2014,10200,65.27,"吉林","文科",0.0451298701298701,13,471.833473873979,14000,58
"987",2014,10010,63.62,"北京","文科",NA,13,922.09948931341,14000,59
"988",2014,11414,63.77,"北京","文科",NA,4,922.09948931341,14000,57
"989",2014,10284,78.71,"江苏","文科",0.202922077922078,24,745.158064308917,14000,19
"990",2014,10034,61.83,"北京","文科",0.189935064935065,26,922.09948931341,14000,43
"991",2014,10316,61.37,"江苏","文科",NA,2,745.158064308917,14000,57
"992",2014,10003,98.25,"北京","文科",0.956168831168831,4,922.09948931341,14000,1
"993",2014,10459,63.4,"河南","文科",0.0917207792207792,16,341.59847450695,14000,56
"994",2014,10019,67.05,"北京","文科",0.125974025974026,5,922.09948931341,14000,53
"995",2014,10271,61.04,"上海","文科",NA,8,894.442167153179,14000,33
"996",2014,10276,60.59,"上海","文科",NA,22,894.442167153179,14000,50
"997",2014,10053,62.39,"北京","文科",0.165584415584416,55,922.09948931341,14000,44
"998",2014,10300,60.72,"江苏","文科",NA,3,745.158064308917,14000,59
"999",2014,10610,72.31,"四川","文科",0.145292207792208,17,323.927100037005,14000,41
"1000",2014,10491,64.77,"湖北","文科",0.0558441558441558,15,425.392136575272,14000,57
"1001",2014,10295,62.47,"江苏","文科",NA,5,745.158064308917,14000,55
"1002",2014,60652,61.44,"四川","文科",0.0402597402597403,4,323.927100037005,14000,52
"1003",2014,10043,NA,"北京","文科",0.0448051948051948,9,922.09948931341,14000,57
"1004",2014,10558,75,"广东","文科",0.298701298701299,856,584.02827884254,14000,36
"1005",2014,10497,64.66,"湖北","文科",0.0659090909090909,20,425.392136575272,14000,54
"1006",2014,10520,62.06,"湖北","文科",0.0574675324675325,118,425.392136575272,14000,44
"1007",2014,10511,64.62,"湖北","文科",0.088474025974026,31,425.392136575272,14000,48
"1008",2014,10183,74.95,"吉林","文科",0.103084415584416,24,471.833473873979,14000,49
"1009",2014,10590,61.46,"广东","文科",0.0753246753246753,289,584.02827884254,14000,52
"1010",2014,10001,100,"北京","文科",1,20,922.09948931341,14000,1
"1011",2014,10269,67.73,"上海","文科",0.116883116883117,9,894.442167153179,14000,37
"1012",2014,10070,60.58,"天津","文科",NA,16,976.094443048206,14000,53
"1013",2014,10533,70.54,"湖南","文科",0.0943181818181818,36,366.210354826174,14000,46
"1014",2014,10530,61.99,"湖南","文科",NA,20,366.210354826174,14000,59
"1015",2014,10532,66.41,"湖南","文科",0.0685064935064935,29,366.210354826174,14000,46
"1016",2014,10033,NA,"北京","文科",0.133279220779221,17,922.09948931341,14000,38
"1017",2014,10730,66.35,"甘肃","文科",0.0561688311688312,27,242.741017279973,14000,55
"1018",2014,10538,60.58,"湖南","文科",NA,6,366.210354826174,14000,59
"1019",2014,10036,61.63,"北京","文科",0.0488636363636364,36,922.09948931341,14000,35
"1020",2014,10385,60.86,"福建","文科",0.0381493506493506,58,576.567037625861,14000,58
"1021",2014,19422,71.81,"山东","文科",0.152435064935065,22,561.822037337454,14000,57
"1022",2014,10651,61.81,"四川","文科",0.0534090909090909,32,323.927100037005,14000,44
"1023",2014,10031,60.17,"北京","文科",NA,13,922.09948931341,14000,59
"1024",2014,60384,70.43,"福建","文科",0.181818181818182,10,576.567037625861,14000,51
"1025",2014,10002,72.36,"北京","文科",0.5,38,922.09948931341,14000,13
"1026",2014,10423,64.09,"山东","文科",0.0438311688311688,27,561.822037337454,14000,50
"1027",2014,10589,61.81,"海南","文科",0.0396103896103896,34,351.449825752837,14000,59
"1028",2014,10022,62.84,"北京","文科",NA,19,922.09948931341,14000,53
"1029",2014,10486,74.8,"湖北","文科",0.253246753246753,46,425.392136575272,14000,32
"1030",2014,10140,61.89,"辽宁","文科",NA,50,616.802961275626,14000,59
"1031",2014,10079,62.15,"河北","文科",NA,6,385.966388502866,14000,59
"1032",2014,10359,63.22,"安徽","文科",NA,2,315.7462934094,14000,59
"1033",2014,10561,67.61,"广东","文科",0.100162337662338,193,584.02827884254,14000,43
"1034",2014,10564,62.4,"广东","文科",0.0391233766233766,1142,584.02827884254,14000,57
"1035",2014,10335,82.18,"浙江","文科",0.285714285714286,32,683.311931611495,14000,16
"1036",2014,10151,61.27,"辽宁","文科",NA,16,616.802961275626,14000,59
"1037",2014,10504,64.52,"湖北","文科",NA,12,425.392136575272,14000,59
"1038",2014,10487,73.52,"湖北","文科",0.151298701298701,21,425.392136575272,14000,42
"1039",2014,10574,62.66,"广东","文科",0.0649350649350649,1280,584.02827884254,14000,55
"1040",2014,11078,60.7,"广东","文科",0.0688311688311688,459,584.02827884254,14000,59
"1041",2014,60652,61.44,"重庆","文科",0.0402597402597403,4,426.151178451178,14000,52
"1042",2014,10635,64.13,"重庆","文科",0.076461038961039,12,426.151178451178,14000,53
"1043",2014,10613,63.84,"四川","文科",0.0438311688311688,14,323.927100037005,14000,53
"1044",2014,10611,65.88,"重庆","文科",0.0943181818181818,10,426.151178451178,14000,49
"1045",2014,10570,60.21,"广东","文科",NA,324,584.02827884254,14000,59
"1046",2014,10542,63.21,"湖南","文科",0.0600649350649351,31,366.210354826174,14000,57
"1047",2014,10560,60.99,"广东","文科",NA,297,584.02827884254,14000,56
"1048",2014,10254,60.53,"上海","文科",NA,33,894.442167153179,14000,59
"1049",2014,10698,70.55,"陕西","文科",0.108603896103896,2,426.280818278427,14000,43
"1050",2014,10055,71.96,"天津","文科",0.178571428571429,19,976.094443048206,14000,37
"1051",2014,10403,62.87,"江西","文科",0.0456168831168831,14,317.072631381091,14000,57
"1052",2014,11846,60.5,"广东","文科",NA,2086,584.02827884254,14000,53
"1053",2014,10570,60.6,"广东","文科",NA,324,584.02827884254,14000,59
"1054",2014,10724,60.1,"陕西","文科",NA,13,426.280818278427,14000,55
"1055",2014,10718,62.62,"陕西","文科",0.0423701298701299,25,426.280818278427,14000,57
"1056",2014,10697,64.59,"陕西","文科",0.0642857142857143,2,426.280818278427,14000,53
"1057",2014,10699,65.87,"陕西","文科",0.0420454545454545,4,426.280818278427,14000,53
"1058",2014,10652,61.44,"重庆","文科",0.0402597402597403,68,426.151178451178,14000,50
"1059",2014,10593,62.22,"广西","文科",NA,6,304.683195592286,14000,58
"1060",2014,10712,63.58,"陕西","文科",NA,2,426.280818278427,14000,57
"1061",2014,10052,62.1,"北京","文科",0.0488636363636364,9,922.09948931341,14000,46
"1062",2014,10248,79.72,"上海","文科",0.266233766233766,1,894.442167153179,14000,5
"1063",2014,10386,62.93,"福建","文科",NA,7,576.567037625861,14000,56
"1064",2014,10290,64.55,"江苏","文科",0.0386363636363636,8,745.158064308917,14000,59
"1065",2014,10422,71.81,"山东","文科",0.152435064935065,32,561.822037337454,14000,45
"1066",2014,10294,63.37,"江苏","文科",NA,14,745.158064308917,14000,58
"1067",2014,10657,61.95,"贵州","文科",NA,6,228.620417906357,14000,59
"1068",2014,10213,70.68,"黑龙江","文科",0.0909090909090909,6,375.041851150711,14000,51
"1069",2014,10225,61.89,"黑龙江","文科",NA,4,375.041851150711,14000,59
"1070",2014,10224,61.33,"黑龙江","文科",NA,12,375.041851150711,14000,59
"1071",2014,10384,70.43,"福建","文科",0.181818181818182,18,576.567037625861,14000,37
"1072",2014,10226,61.94,"黑龙江","文科",NA,12,375.041851150711,14000,59
"1073",2014,19002,72.36,"江苏","文科",0.5,10,745.158064308917,14000,44
"1074",2014,10291,61.94,"江苏","文科",NA,10,745.158064308917,14000,59
"1075",2014,10293,60.7,"江苏","文科",NA,28,745.158064308917,14000,59
"1076",2014,10007,65.77,"北京","文科",0.0946428571428571,6,922.09948931341,14000,44
"1077",2014,10173,61.29,"辽宁","文科",NA,29,616.802961275626,14000,53
"1078",2014,10307,63.59,"江苏","文科",NA,6,745.158064308917,14000,57
"1247",2015,10110,62.49,"山西","文科",NA,6,349.765350877193,16964,59
"1248",2015,10070,61.97,"天津","文科",NA,20,1036.41858932103,16964,54
"1249",2015,10590,63.37,"广东","文科",0.0647425897035881,422,632.15441999254,16964,48
"1250",2015,10200,66.34,"吉林","文科",0.0453978159126365,17,501.591933139535,16964,55
"1251",2015,10004,65.44,"北京","文科",0.0658346333853354,7,991.209572490706,16964,41
"1252",2015,10030,62.77,"北京","文科",0.0458658346333853,8,991.209572490706,16964,21
"1253",2015,10298,62.41,"江苏","文科",NA,30,817.692462311558,16964,59
"1254",2015,10254,61.8,"上海","文科",NA,34,971.184666117065,16964,55
"1255",2015,10006,70.65,"北京","文科",0.0897035881435257,4,991.209572490706,16964,37
"1256",2015,10272,64.02,"上海","文科",0.0794071762870515,16,971.184666117065,16964,24
"1257",2015,10003,97.8,"北京","文科",0.968798751950078,4,991.209572490706,16964,1
"1258",2015,10316,62.81,"江苏","文科",NA,2,817.692462311558,16964,53
"1259",2015,10183,76.03,"吉林","文科",0.10015600624025,41,501.591933139535,16964,45
"1260",2015,10019,68.46,"北京","文科",0.12386895475819,8,991.209572490706,16964,54
"1261",2015,10027,74.35,"北京","文科",0.274570982839314,10,991.209572490706,16964,25
"1262",2015,10034,63.4,"北京","文科",0.18408736349454,29,991.209572490706,16964,35
"1263",2015,10475,63.44,"河南","文科",NA,56,370.277448071217,16964,59
"1264",2015,10459,64.55,"河南","文科",0.0628705148205928,14,370.277448071217,16964,54
"1265",2015,10007,67.33,"北京","文科",0.0801872074882995,8,991.209572490706,16964,42
"1266",2015,10291,63.14,"江苏","文科",NA,10,817.692462311558,16964,59
"1267",2015,10276,62.09,"上海","文科",NA,15,971.184666117065,16964,40
"1268",2015,10610,74.05,"四川","文科",0.126989079563183,13,350.573218673219,16964,40
"1269",2015,60033,NA,"北京","文科",0.13588143525741,13,991.209572490706,16964,58
"1270",2015,10589,63.44,"海南","文科",0.0407176287051482,29,387.676633444075,16964,58
"1271",2015,10050,NA,"北京","文科",0.132293291731669,2,991.209572490706,16964,46
"1272",2015,19002,78.71,"江苏","文科",0.553822152886115,10,817.692462311558,16964,42
"1273",2015,10307,65.37,"江苏","文科",NA,10,817.692462311558,16964,55
"1274",2015,10269,69.9,"上海","文科",0.127457098283931,11,971.184666117065,16964,33
"1275",2015,11078,62.08,"广东","文科",0.0550702028081123,2147,632.15441999254,16964,58
"1276",2015,10561,68.38,"广东","文科",0.0895475819032761,182,632.15441999254,16964,41
"1277",2015,10491,65.81,"湖北","文科",0.043213728549142,11,470.547455295736,16964,53
"1278",2015,10613,64.73,"四川","文科",NA,17,350.573218673219,16964,52
"1279",2015,60652,62.9,"四川","文科",0.0386895475819033,6,350.573218673219,16964,46
"1280",2015,10001,100,"北京","文科",1,20,991.209572490706,16964,1
"1281",2015,10055,72.67,"天津","文科",0.171606864274571,27,1036.41858932103,16964,35
"1282",2015,10264,61.84,"上海","文科",NA,26,971.184666117065,16964,58
"1283",2015,10126,63.4,"内蒙古","文科",NA,16,709.361676646707,16964,59
"1284",2015,10497,65.15,"湖北","文科",0.04399375975039,18,470.547455295736,16964,52
"1285",2015,10487,74.27,"湖北","文科",0.13603744149766,21,470.547455295736,16964,41
"1286",2015,10052,63.87,"北京","文科",0.0447737909516381,10,991.209572490706,16964,45
"1287",2015,10357,63.46,"安徽","文科",0.0410296411856474,20,342.737958244287,16964,57
"1288",2015,10537,62.61,"湖南","文科",NA,13,401.491168175746,16964,59
"1289",2015,10032,61.98,"北京","文科",NA,14,991.209572490706,16964,43
"1290",2015,10022,64.48,"北京","文科",NA,18,991.209572490706,16964,50
"1291",2015,10536,62.39,"湖南","文科",NA,33,401.491168175746,16964,59
"1292",2015,10002,78.71,"北京","文科",0.553822152886115,44,991.209572490706,16964,12
"1293",2015,10534,61.96,"湖南","文科",NA,28,401.491168175746,16964,59
"1294",2015,10216,63.09,"河北","文科",NA,6,398.444609967497,16964,59
"1295",2015,10079,63.43,"河北","文科",NA,6,398.444609967497,16964,58
"1296",2015,10036,63.09,"北京","文科",0.049609984399376,32,991.209572490706,16964,29
"1297",2015,10423,65.24,"山东","文科",0.040405616224649,28,607.075186433752,16964,48
"1298",2015,10033,NA,"北京","文科",0.13588143525741,21,991.209572490706,16964,38
"1299",2015,19422,72.58,"山东","文科",0.150546021840874,22,607.075186433752,16964,52
"1300",2015,10422,72.58,"山东","文科",0.150546021840874,37,607.075186433752,16964,44
"1301",2015,10184,62.62,"吉林","文科",NA,2,501.591933139535,16964,59
"1302",2015,10248,81.08,"上海","文科",0.27613104524181,1,971.184666117065,16964,1
"1303",2015,10542,64.75,"湖南","文科",0.0471138845553822,33,401.491168175746,16964,54
"1304",2015,10533,72.28,"湖南","文科",0.0925117004680187,32,401.491168175746,16964,43
"1305",2015,10271,62.44,"上海","文科",NA,6,971.184666117065,16964,31
"1306",2015,10730,66.62,"甘肃","文科",0.0550702028081123,28,263.808182169047,16964,53
"1307",2015,60384,71.66,"福建","文科",0.176287051482059,10,632.048344718865,16964,45
"1308",2015,60651,63.39,"四川","文科",0.0541341653666147,6,350.573218673219,16964,47
"1309",2015,10338,62.25,"浙江","文科",NA,35,729.003267973856,16964,59
"1310",2015,10385,62.16,"福建","文科",0.0365054602184087,63,632.048344718865,16964,57
"1311",2015,12121,63.23,"广东","文科",NA,50,632.15441999254,16964,56
"1312",2015,10651,63.39,"四川","文科",0.0541341653666147,26,350.573218673219,16964,43
"1313",2015,10574,64.09,"广东","文科",0.0550702028081123,1171,632.15441999254,16964,53
"1314",2015,10486,80.72,"湖北","文科",0.301092043681747,45,470.547455295736,16964,28
"1315",2015,10511,66.72,"湖北","文科",0.0858034321372855,44,470.547455295736,16964,46
"1316",2015,10616,62.37,"四川","文科",NA,36,350.573218673219,16964,59
"1317",2015,10657,63.34,"贵州","文科",NA,6,263.711801596351,16964,59
"1318",2015,11845,61.98,"广东","文科",NA,832,632.15441999254,16964,59
"1319",2015,10173,62.69,"辽宁","文科",NA,16,651.937599635618,16964,48
"1320",2015,10520,64.04,"湖北","文科",0.0580343213728549,113,470.547455295736,16964,41
"1321",2015,10570,61.91,"广东","文科",NA,137,632.15441999254,16964,59
"1322",2015,89012,64.09,"广东","文科",0.0550702028081123,20,632.15441999254,16964,59
"1323",2015,10572,62.59,"广东","文科",NA,463,632.15441999254,16964,59
"1324",2015,10560,62.05,"广东","文科",NA,300,632.15441999254,16964,53
"1325",2015,10151,62.53,"辽宁","文科",NA,17,651.937599635618,16964,55
"1326",2015,10504,65.81,"湖北","文科",0.0379095163806552,16,470.547455295736,16964,56
"1327",2015,60173,62.69,"辽宁","文科",NA,10,651.937599635618,16964,59
"1328",2015,10140,63.61,"辽宁","文科",NA,30,651.937599635618,16964,58
"1329",2015,10538,62.15,"湖南","文科",NA,6,401.491168175746,16964,59
"1330",2015,10053,64.35,"北京","文科",0.193447737909516,56,991.209572490706,16964,36
"1331",2015,11846,61.97,"广东","文科",NA,2089,632.15441999254,16964,54
"1332",2015,10404,61.7,"江西","文科",NA,6,345.851827388815,16964,59
"1333",2015,10559,64.67,"广东","文科",0.0812792511700468,697,632.15441999254,16964,46
"1334",2015,10530,63.28,"湖南","文科",NA,17,401.491168175746,16964,58
"1335",2015,10611,67.26,"重庆","文科",0.0898595943837753,12,476.944165830826,16964,44
"1336",2015,10635,65.15,"重庆","文科",0.0742589703588143,12,476.944165830826,16964,51
"1337",2015,10755,63.47,"新疆","文科",NA,2,403.137510879025,16964,59
"1338",2015,10532,67.92,"湖南","文科",0.0681747269890796,26,401.491168175746,16964,42
"1339",2015,10652,62.9,"重庆","文科",0.0386895475819033,42,476.944165830826,16964,42
"1340",2015,60652,62.9,"重庆","文科",0.0386895475819033,6,476.944165830826,16964,46
"1341",2015,19635,65.15,"重庆","文科",0.0742589703588143,7,476.944165830826,16964,59
"1342",2015,10290,66.79,"江苏","文科",0.0354134165366615,9,817.692462311558,16964,57
"1343",2015,10294,64.85,"江苏","文科",NA,12,817.692462311558,16964,55
"1344",2015,10697,66.67,"陕西","文科",0.0644305772230889,8,468.607682119205,16964,59
"1345",2015,10335,80.45,"浙江","文科",0.26204368174727,21,729.003267973856,16964,14
"1346",2015,10010,64.57,"北京","文科",NA,13,991.209572490706,16964,54
"1347",2015,10698,72.13,"陕西","文科",0.109204368174727,3,468.607682119205,16964,43
"1348",2015,10564,63.52,"广东","文科",0.0360374414976599,1354,632.15441999254,16964,57
"1349",2015,10384,71.66,"福建","文科",0.176287051482059,17,632.048344718865,16964,33
"1350",2015,10712,65.14,"陕西","文科",NA,2,468.607682119205,16964,57
"1351",2015,10724,NA,"陕西","文科",NA,12,468.607682119205,16964,53
"1352",2015,11414,65.1,"北京","文科",0.0394695787831513,4,991.209572490706,16964,52
"1353",2015,10699,67.82,"陕西","文科",0.0463338533541342,4,468.607682119205,16964,51
"1354",2015,10386,63.96,"福建","文科",NA,4,632.048344718865,16964,54
"1355",2015,10246,80.92,"上海","文科",0.447737909516381,13,971.184666117065,16964,9
"1356",2015,10394,63.41,"福建","文科",0.0365054602184087,32,632.048344718865,16964,59
"1357",2015,10031,NA,"北京","文科",NA,13,991.209572490706,16964,46
"1358",2015,10284,78.3,"江苏","文科",0.195007800312012,27,817.692462311558,16964,20
"1359",2015,10718,64.06,"陕西","文科",0.0394695787831513,41,468.607682119205,16964,56
"1360",2015,10300,61.96,"江苏","文科",NA,4,817.692462311558,16964,59
"1361",2015,10005,63.97,"北京","文科",0.0400936037441498,4,991.209572490706,16964,52
"1362",2015,10054,63.43,"北京","文科",NA,11,991.209572490706,16964,51
"1363",2015,10043,NA,"北京","文科",0.0335413416536661,9,991.209572490706,16964,54
"1364",2015,10285,65.14,"江苏","文科",0.0566302652106084,12,817.692462311558,16964,44
"1365",2015,10293,62.12,"江苏","文科",NA,31,817.692462311558,16964,57
"1366",2015,10226,63.25,"黑龙江","文科",NA,3,392.365770936603,16964,59
"1367",2015,10008,66.45,"北京","文科",0.0497659906396256,1,991.209572490706,16964,44
"1368",2015,10421,62.24,"江西","文科",NA,56,345.851827388815,16964,53
"1369",2015,10224,62.94,"黑龙江","文科",NA,6,392.365770936603,16964,59
"1370",2015,10558,75.33,"广东","文科",0.273010920436817,862,632.15441999254,16964,36
"1371",2015,10403,63.94,"江西","文科",NA,19,345.851827388815,16964,54
"1372",2015,10212,63.23,"黑龙江","文科",NA,39,392.365770936603,16964,59
"1373",2015,10225,63.42,"黑龙江","文科",NA,6,392.365770936603,16964,59
"1374",2015,10593,63.35,"广西","文科",NA,6,329.679638199411,16964,58
