"","Year","Ranking_Scores","Plan_Number","GDP_Per_Person","X1A_Number","Level"
"860",2013,5.38,4,336.141939644748,40420,"K"
"861",2013,28.36,38,864.031314937418,40420,"E"
"862",2013,28.36,6,682.555006452037,40420,"H"
"863",2013,9.21,40,847.818251324341,40420,"J"
"864",2013,8.33,102,682.555006452037,40420,"K"
"865",2013,10.13,64,682.555006452037,40420,"J"
"866",2013,13.21,36,847.818251324341,40420,"J"
"867",2013,100,18,864.031314937418,40420,"C"
"868",2013,45.01,58,682.555006452037,40420,"F"
"869",2013,3.35,620,538.681517840287,40420,"K"
"870",2013,NA,18,864.031314937418,40420,"J"
"871",2013,6.71,12,864.031314937418,40420,"J"
"872",2013,7.69,24,864.031314937418,40420,"K"
"873",2013,9.7,47,682.555006452037,40420,"J"
"874",2013,10.71,10,864.031314937418,40420,"K"
"875",2013,6.38,42,287.501669929704,40420,"K"
"876",2013,6.15,1838,538.681517840287,40420,"K"
"877",2013,3.42,24,682.555006452037,40420,"K"
"878",2013,13.67,60,364.665159979197,40420,"K"
"879",2013,1.16,1821,538.681517840287,40420,"J"
"880",2013,4.36,5,364.665159979197,40420,"K"
"881",2013,2.96,20,364.665159979197,40420,"K"
"882",2013,8.47,60,314.678722544705,40420,"K"
"883",2013,55.87,15,847.818251324341,40420,"E"
"884",2013,54.27,88,632.925506664232,40420,"E"
"885",2013,1.76,15,632.925506664232,40420,"K"
"886",2013,1.41,10,278.408799658266,40420,"K"
"887",2013,4.08,10,864.031314937418,40420,"I"
"888",2013,3.99,119,322.095764480289,40420,"K"
"889",2013,32.05,170,385.022495241391,40420,"I"
"890",2013,6.85,87,864.031314937418,40420,"K"
"891",2013,11.06,54,385.022495241391,40420,"K"
"892",2013,3.88,38,864.031314937418,40420,"H"
"893",2013,18.1,49,864.031314937418,40420,"J"
"894",2013,3.22,8,864.031314937418,40420,"H"
"895",2013,9.85,237,385.022495241391,40420,"J"
"896",2013,3.82,40,682.555006452037,40420,"K"
"897",2013,5.38,7,637.812719641746,40420,"K"
"898",2013,21.17,65,682.555006452037,40420,"I"
"899",2013,6.2,46,682.555006452037,40420,"K"
"900",2013,8.82,33,682.555006452037,40420,"K"
"901",2013,5.13,136,385.022495241391,40420,"J"
"902",2013,37.06,202,385.022495241391,40420,"I"
"903",2013,10.56,38,385.022495241391,40420,"K"
"904",2013,7.79,24,333.701816407162,40420,"K"
"905",2013,14.31,176,333.701816407162,40420,"J"
"906",2013,4.46,72,864.031314937418,40420,"H"
"907",2013,34,152,434.091041303083,40420,"J"
"908",2013,3.16,6,434.091041303083,40420,"K"
"909",2013,3.84,33,333.701816407162,40420,"K"
"910",2013,26.1,293,333.701816407162,40420,"J"
"911",2013,0.89,10,333.701816407162,40420,"K"
"912",2013,4.26,63,295.594462742379,40420,"J"
"913",2013,15.6,65,219.208162790247,40420,"K"
"914",2013,24.63,111,525.661152614728,40420,"I"
"915",2013,1.95,165,525.661152614728,40420,"K"
"916",2013,1.81,107,682.555006452037,40420,"K"
"917",2013,30,94,295.594462742379,40420,"J"
"918",2013,6.4,16,525.661152614728,40420,"K"
"919",2013,4.44,79,364.665159979197,40420,"K"
"920",2013,10.06,150,295.594462742379,40420,"J"
"921",2013,4.5,14,196.672282703849,40420,"K"
"922",2013,20.99,45,912.42118671054,40420,"I"
"923",2013,13.67,119,566.106858054226,40420,"K"
"924",2013,18.82,42,566.106858054226,40420,"J"
"925",2013,1.59,23,566.106858054226,40420,"K"
"926",2013,4.44,18,566.106858054226,40420,"K"
"927",2013,2.15,8,287.442384769539,40420,"K"
"928",2013,1.81,12,566.106858054226,40420,"K"
"929",2013,3.15,31,566.106858054226,40420,"K"
"930",2013,4.37,47,566.106858054226,40420,"K"
"931",2013,NA,38,287.442384769539,40420,"F"
"932",2013,3.18,100,566.106858054226,40420,"K"
"933",2013,18.82,13,566.106858054226,40420,"K"
"934",2013,28.09,48,516.405899098284,40420,"K"
"935",2013,10.18,111,516.405899098284,40420,"K"
"936",2013,11.87,84,385.022495241391,40420,"K"
"937",2013,13.76,109,387.422750424448,40420,"J"
"938",2013,3.36,63,387.422750424448,40420,"K"
"939",2013,10.32,45,387.422750424448,40420,"K"
"940",2013,9.95,48,516.405899098284,40420,"K"
"941",2013,4.88,30,335.458329525345,40420,"K"
"942",2013,NA,6,385.123367972289,40420,"K"
"943",2013,2.65,5,385.123367972289,40420,"J"
"944",2013,9.91,50,385.123367972289,40420,"K"
"945",2013,10.79,4,385.123367972289,40420,"K"
"946",2013,37.85,2710,538.681517840287,40420,"I"
"947",2013,1.68,767,538.681517840287,40420,"K"
"948",2013,6.19,68,385.123367972289,40420,"K"
"949",2013,2.57,664,538.681517840287,40420,"K"
"950",2013,25.59,38,385.123367972289,40420,"I"
"951",2013,1.1,6,385.123367972289,40420,"K"
"952",2013,14.41,30,385.123367972289,40420,"J"
"953",2013,8.02,16,385.123367972289,40420,"K"
"954",2013,8.68,110,385.123367972289,40420,"K"
"955",2013,2.84,45,385.123367972289,40420,"K"
"956",2013,1,5,364.665159979197,40420,"K"
"957",2013,1.86,60,357.105820492222,40420,"K"
"958",2013,4.73,1262,538.681517840287,40420,"K"
"959",2013,1.41,441,538.681517840287,40420,"K"
"960",2013,4.67,18,357.105820492222,40420,"K"
"961",2013,2.84,1322,538.681517840287,40420,"K"
"962",2013,3.35,79,357.105820492222,40420,"K"
"963",2013,7.42,33,357.105820492222,40420,"K"
"964",2013,4.21,26,357.105820492222,40420,"K"
"965",2013,1,5,357.105820492222,40420,"K"
"966",2013,25.8,74,357.105820492222,40420,"I"
"1079",2014,79.72,25,894.442167153179,43106,"D"
"1080",2014,61.15,59,894.442167153179,43106,"K"
"1081",2014,62.15,37,894.442167153179,43106,"G"
"1082",2014,61.04,16,894.442167153179,43106,"K"
"1083",2014,63.22,97,922.09948931341,43106,"K"
"1084",2014,67.73,18,894.442167153179,43106,"I"
"1085",2014,82.51,28,894.442167153179,43106,"D"
"1086",2014,60.53,134,894.442167153179,43106,"K"
"1087",2014,67.61,2663,584.02827884254,43106,"I"
"1088",2014,82.51,11,894.442167153179,43106,"F"
"1089",2014,79.72,7,894.442167153179,43106,"H"
"1090",2014,70.55,40,426.280818278427,43106,"J"
"1091",2014,60.43,81,894.442167153179,43106,"K"
"1092",2014,61.08,1214,584.02827884254,43106,"K"
"1093",2014,63.49,23,894.442167153179,43106,"J"
"1094",2014,61.35,8,922.09948931341,43106,"H"
"1095",2014,68.92,94,894.442167153179,43106,"G"
"1096",2014,60.59,30,894.442167153179,43106,"K"
"1097",2014,64.17,70,426.280818278427,43106,"K"
"1098",2014,62.22,9,304.683195592286,43106,"K"
"1099",2014,65.76,36,894.442167153179,43106,"J"
"1100",2014,62.29,2,369.219626374597,43106,"K"
"1101",2014,64.15,32,894.442167153179,43106,"K"
"1102",2014,60.1,12,426.280818278427,43106,"K"
"1103",2014,62.18,6,673.939486148758,43106,"K"
"1104",2014,63.22,33,375.041851150711,43106,"K"
"1105",2014,62.1,8,922.09948931341,43106,"K"
"1106",2014,63.62,59,922.09948931341,43106,"K"
"1107",2014,NA,25,922.09948931341,43106,"K"
"1108",2014,100,20,922.09948931341,43106,"C"
"1109",2014,62.39,42,922.09948931341,43106,"K"
"1110",2014,60.17,18,922.09948931341,43106,"K"
"1111",2014,67.05,50,922.09948931341,43106,"J"
"1112",2014,61.89,16,375.041851150711,43106,"K"
"1113",2014,62.73,11,922.09948931341,43106,"K"
"1114",2014,68.96,62,745.158064308917,43106,"I"
"1115",2014,64.55,17,922.09948931341,43106,"K"
"1116",2014,60.99,242,584.02827884254,43106,"J"
"1117",2014,74.95,174,471.833473873979,43106,"J"
"1118",2014,63.22,26,922.09948931341,43106,"K"
"1119",2014,63.96,64,745.158064308917,43106,"J"
"1120",2014,63.8,87,922.09948931341,43106,"J"
"1121",2014,74.8,208,425.392136575272,43106,"H"
"1122",2014,60.72,15,745.158064308917,43106,"K"
"1123",2014,72.31,103,323.927100037005,43106,"J"
"1124",2014,65.77,72,922.09948931341,43106,"I"
"1125",2014,62.47,47,745.158064308917,43106,"K"
"1126",2014,62.15,86,922.09948931341,43106,"K"
"1127",2014,61.58,13,922.09948931341,43106,"K"
"1128",2014,64.77,35,922.09948931341,43106,"K"
"1129",2014,100,20,922.09948931341,43106,"E"
"1130",2014,60.58,21,976.094443048206,43106,"K"
"1131",2014,68.36,60,922.09948931341,43106,"G"
"1132",2014,62.15,80,385.966388502866,43106,"K"
"1133",2014,61.83,76,922.09948931341,43106,"H"
"1134",2014,62.04,20,315.7462934094,43106,"K"
"1135",2014,61.31,20,385.966388502866,43106,"K"
"1136",2014,72.36,37,922.09948931341,43106,"E"
"1137",2014,63.22,86,315.7462934094,43106,"K"
"1138",2014,63.4,69,341.59847450695,43106,"K"
"1139",2014,63.22,64,315.7462934094,43106,"K"
"1140",2014,60.86,130,683.311931611495,43106,"K"
"1141",2014,61.63,44,922.09948931341,43106,"H"
"1142",2014,82.18,106,683.311931611495,43106,"E"
"1143",2014,NA,6,922.09948931341,43106,"K"
"1144",2014,60.78,15,683.311931611495,43106,"K"
"1145",2014,61.81,96,351.449825752837,43106,"K"
"1146",2014,65.2,57,922.09948931341,43106,"J"
"1147",2014,64.62,64,425.392136575272,43106,"K"
"1148",2014,71.81,53,561.822037337454,43106,"K"
"1149",2014,63.77,17,922.09948931341,43106,"K"
"1150",2014,62.84,81,922.09948931341,43106,"K"
"1151",2014,98.25,64,922.09948931341,43106,"C"
"1152",2014,67.77,14,616.802961275626,43106,"K"
"1153",2014,60.76,12,616.802961275626,43106,"K"
"1154",2014,61.3,6,471.833473873979,43106,"K"
"1155",2014,65.27,17,471.833473873979,43106,"K"
"1156",2014,63.57,2,745.158064308917,43106,"K"
"1157",2014,62.04,1128,584.02827884254,43106,"K"
"1158",2014,63.84,110,323.927100037005,43106,"J"
"1159",2014,65.88,106,426.151178451178,43106,"J"
"1160",2014,61.81,49,323.927100037005,43106,"J"
"1161",2014,64.66,217,425.392136575272,43106,"J"
"1162",2014,70.54,280,366.210354826174,43106,"J"
"1163",2014,63.04,1439,584.02827884254,43106,"J"
"1164",2014,61.42,10,323.927100037005,43106,"K"
"1165",2014,64.47,135,323.927100037005,43106,"J"
"1166",2014,61.44,4,323.927100037005,43106,"K"
"1167",2014,64.47,55,323.927100037005,43106,"J"
"1168",2014,61.1,101,366.210354826174,43106,"K"
"1169",2014,61.99,26,366.210354826174,43106,"K"
"1170",2014,62.66,1891,584.02827884254,43106,"K"
"1171",2014,60.55,100,366.210354826174,43106,"K"
"1172",2014,68.56,51,976.094443048206,43106,"K"
"1173",2014,71.96,38,976.094443048206,43106,"H"
"1174",2014,60.41,10,385.966388502866,43106,"K"
"1175",2014,NA,30,315.7462934094,43106,"F"
"1176",2014,60.7,1183,584.02827884254,43106,"K"
"1177",2014,75,2641,584.02827884254,43106,"I"
"1178",2014,70.43,97,576.567037625861,43106,"I"
"1179",2014,61.33,34,375.041851150711,43106,"K"
"1180",2014,60.89,8,315.7462934094,43106,"K"
"1181",2014,64.09,111,561.822037337454,43106,"K"
"1182",2014,61.94,32,745.158064308917,43106,"K"
"1183",2014,70.68,35,561.822037337454,43106,"J"
"1184",2014,70.43,12,576.567037625861,43106,"K"
"1185",2014,61.95,8,228.620417906357,43106,"K"
"1186",2014,71.81,99,561.822037337454,43106,"J"
"1187",2014,63.77,55,561.822037337454,43106,"K"
"1188",2014,64.55,92,745.158064308917,43106,"K"
"1189",2014,62.08,30,347.188274836079,43106,"K"
"1190",2014,60.5,1929,584.02827884254,43106,"K"
"1191",2014,61.29,31,616.802961275626,43106,"K"
"1192",2014,60.77,7340,584.02827884254,43106,"K"
"1193",2014,64.13,39,426.151178451178,43106,"K"
"1194",2014,60.21,1129,584.02827884254,43106,"K"
"1195",2014,62.4,4754,584.02827884254,43106,"K"
"1196",2014,73.52,166,425.392136575272,43106,"I"
"1197",2014,60.99,242,584.02827884254,43106,"J"
"1198",2014,65.8,126,616.802961275626,43106,"K"
"1199",2014,72.36,10,745.158064308917,43106,"K"
"1200",2014,63.79,35,745.158064308917,43106,"J"
"1201",2014,61.94,44,375.041851150711,43106,"K"
"1202",2014,60.6,1129,584.02827884254,43106,"K"
"1203",2014,61.44,63,426.151178451178,43106,"K"
"1204",2014,61.37,24,745.158064308917,43106,"K"
"1205",2014,61.05,36,426.280818278427,43106,"K"
"1206",2014,61.81,42,745.158064308917,43106,"K"
"1207",2014,61.46,1211,584.02827884254,43106,"K"
"1208",2014,63.37,98,745.158064308917,43106,"K"
"1209",2014,60.99,652,584.02827884254,43106,"K"
"1210",2014,60.79,93,317.072631381091,43106,"K"
"1211",2014,60.41,6,366.210354826174,43106,"K"
"1212",2014,62.62,72,426.280818278427,43106,"K"
"1213",2014,60.36,30,425.392136575272,43106,"K"
"1214",2014,63.59,81,745.158064308917,43106,"K"
"1215",2014,61.91,10,385.966388502866,43106,"K"
"1216",2014,66.35,71,242.741017279973,43106,"K"
"1217",2014,65.8,67,385.966388502866,43106,"K"
"1218",2014,60.86,156,576.567037625861,43106,"K"
"1219",2014,64.77,84,425.392136575272,43106,"K"
"1220",2014,60.62,10,304.683195592286,43106,"K"
"1221",2014,63.62,110,426.280818278427,43106,"J"
"1222",2014,63.89,52,745.158064308917,43106,"J"
"1223",2014,60.47,10,426.280818278427,43106,"K"
"1224",2014,78.71,65,745.158064308917,43106,"F"
"1225",2014,70.68,74,375.041851150711,43106,"I"
"1226",2014,60.8,46,375.041851150711,43106,"K"
"1227",2014,66.41,186,366.210354826174,43106,"J"
"1228",2014,61.89,18,616.802961275626,43106,"K"
"1229",2014,60.75,22,616.802961275626,43106,"K"
"1230",2014,61.85,35,616.802961275626,43106,"K"
"1231",2014,60.99,242,584.02827884254,43106,"J"
"1232",2014,62.87,49,317.072631381091,43106,"K"
"1233",2014,61.44,4,426.151178451178,43106,"K"
"1234",2014,61.27,104,616.802961275626,43106,"K"
"1235",2014,60.7,104,745.158064308917,43106,"K"
"1236",2014,62.06,129,425.392136575272,43106,"J"
"1237",2014,65.87,34,426.280818278427,43106,"K"
"1238",2014,67.77,47,616.802961275626,43106,"J"
"1239",2014,63.58,16,426.280818278427,43106,"K"
"1240",2014,63.21,32,366.210354826174,43106,"K"
"1241",2014,64.52,40,425.392136575272,43106,"K"
"1242",2014,61.14,11,426.280818278427,43106,"K"
"1243",2014,64.59,3,426.280818278427,43106,"K"
"1244",2014,60.41,10,375.041851150711,43106,"K"
"1245",2014,62.93,35,576.567037625861,43106,"K"
"1246",2014,60.58,94,366.210354826174,43106,"K"
"1375",2015,62.83,59,971.184666117065,51000,"J"
"1376",2015,62.49,94,349.765350877193,51000,"K"
"1377",2015,63.71,32,971.184666117065,51000,"J"
"1378",2015,61.8,127,971.184666117065,51000,"K"
"1379",2015,70.14,94,971.184666117065,51000,"G"
"1380",2015,61.91,1288,632.15441999254,51000,"K"
"1381",2015,62.44,10,971.184666117065,51000,"I"
"1382",2015,66.08,37,971.184666117065,51000,"I"
"1383",2015,80.92,12,971.184666117065,51000,"C"
"1384",2015,81.08,25,971.184666117065,51000,"C"
"1385",2015,64.02,38,971.184666117065,51000,"F"
"1386",2015,64.03,10,971.184666117065,51000,"J"
"1387",2015,80.92,5,971.184666117065,51000,"D"
"1388",2015,62.05,657,632.15441999254,51000,"K"
"1389",2015,68.38,2657,632.15441999254,51000,"I"
"1390",2015,70.65,83,991.209572490706,51000,"G"
"1391",2015,78.71,10,817.692462311558,51000,"H"
"1392",2015,61.84,81,971.184666117065,51000,"K"
"1393",2015,81.08,5,971.184666117065,51000,"D"
"1394",2015,69.9,25,971.184666117065,51000,"I"
"1395",2015,62.09,16,971.184666117065,51000,"J"
"1396",2015,62.69,24,651.937599635618,51000,"J"
"1397",2015,62.53,104,651.937599635618,51000,"K"
"1398",2015,61.94,6,651.937599635618,51000,"K"
"1399",2015,63.4,41,709.361676646707,51000,"K"
"1400",2015,64.26,96,991.209572490706,51000,"J"
"1401",2015,62.59,1299,632.15441999254,51000,"K"
"1402",2015,63.43,87,991.209572490706,51000,"J"
"1403",2015,100,20,991.209572490706,51000,"B"
"1404",2015,67,114,651.937599635618,51000,"J"
"1405",2015,100,21,991.209572490706,51000,"D"
"1406",2015,64.26,28,991.209572490706,51000,"J"
"1407",2015,63.04,25,651.937599635618,51000,"K"
"1408",2015,68.46,49,991.209572490706,51000,"J"
"1409",2015,97.8,60,991.209572490706,51000,"C"
"1410",2015,63.35,14,329.679638199411,51000,"K"
"1411",2015,65.15,48,476.944165830826,51000,"K"
"1412",2015,66.45,58,991.209572490706,51000,"J"
"1413",2015,63.31,17,991.209572490706,51000,"J"
"1414",2015,65.81,36,991.209572490706,51000,"K"
"1415",2015,76.03,254,501.591933139535,51000,"J"
"1416",2015,NA,28,991.209572490706,51000,"I"
"1417",2015,65.15,30,476.944165830826,51000,"K"
"1418",2015,64.35,49,991.209572490706,51000,"I"
"1419",2015,64.57,72,991.209572490706,51000,"J"
"1420",2015,65.14,34,817.692462311558,51000,"J"
"1421",2015,78.71,48,991.209572490706,51000,"E"
"1422",2015,64.48,86,991.209572490706,51000,"K"
"1423",2015,NA,18,991.209572490706,51000,"J"
"1424",2015,63.97,13,991.209572490706,51000,"K"
"1425",2015,63.4,75,991.209572490706,51000,"H"
"1426",2015,62.96,42,817.692462311558,51000,"K"
"1427",2015,65.81,88,470.547455295736,51000,"K"
"1428",2015,NA,12,991.209572490706,51000,"K"
"1429",2015,65.44,105,991.209572490706,51000,"J"
"1430",2015,62.96,10,350.573218673219,51000,"K"
"1431",2015,65.81,37,470.547455295736,51000,"K"
"1432",2015,67.33,76,991.209572490706,51000,"I"
"1433",2015,NA,7,991.209572490706,51000,"K"
"1434",2015,66.79,20,991.209572490706,51000,"K"
"1435",2015,69.69,67,817.692462311558,51000,"I"
"1436",2015,65.22,55,817.692462311558,51000,"J"
"1437",2015,65.1,5,817.692462311558,51000,"K"
"1438",2015,63.87,8,991.209572490706,51000,"J"
"1439",2015,64.9,40,392.365770936603,51000,"K"
"1440",2015,74.35,20,991.209572490706,51000,"G"
"1441",2015,61.78,100,345.851827388815,51000,"K"
"1442",2015,71.59,75,392.365770936603,51000,"I"
"1443",2015,62.24,90,345.851827388815,51000,"K"
"1444",2015,65.1,19,991.209572490706,51000,"K"
"1445",2015,63.25,27,392.365770936603,51000,"K"
"1446",2015,62.77,8,991.209572490706,51000,"G"
"1447",2015,65.24,114,607.075186433752,51000,"J"
"1448",2015,63.09,49,991.209572490706,51000,"G"
"1449",2015,61.92,100,607.075186433752,51000,"K"
"1450",2015,71.59,42,607.075186433752,51000,"J"
"1451",2015,62.98,20,398.444609967497,51000,"K"
"1452",2015,67,67,398.444609967497,51000,"K"
"1453",2015,63.43,82,398.444609967497,51000,"K"
"1454",2015,63.09,54,398.444609967497,51000,"K"
"1455",2015,62.15,94,401.491168175746,51000,"K"
"1456",2015,63.44,94,370.277448071217,51000,"K"
"1457",2015,62.33,150,501.591933139535,51000,"K"
"1458",2015,64.55,46,370.277448071217,51000,"K"
"1459",2015,66.34,25,501.591933139535,51000,"K"
"1460",2015,62.62,8,501.591933139535,51000,"K"
"1461",2015,63.39,48,350.573218673219,51000,"I"
"1462",2015,64.73,121,350.573218673219,51000,"J"
"1463",2015,80.45,86,729.003267973856,51000,"E"
"1464",2015,64.67,1419,632.15441999254,51000,"I"
"1465",2015,62.9,4,350.573218673219,51000,"J"
"1466",2015,63.39,8,350.573218673219,51000,"K"
"1467",2015,NA,1311,632.15441999254,51000,"K"
"1468",2015,74.05,107,350.573218673219,51000,"I"
"1469",2015,65.89,135,350.573218673219,51000,"I"
"1470",2015,63.41,52,632.048344718865,51000,"K"
"1471",2015,78.3,75,817.692462311558,51000,"F"
"1472",2015,65.89,55,350.573218673219,51000,"J"
"1473",2015,65.15,209,470.547455295736,51000,"J"
"1474",2015,62.37,64,350.573218673219,51000,"K"
"1475",2015,63.52,4996,632.15441999254,51000,"K"
"1476",2015,80.72,198,470.547455295736,51000,"H"
"1477",2015,72.67,53,1036.41858932103,51000,"G"
"1478",2015,70.03,57,1036.41858932103,51000,"I"
"1479",2015,61.81,13,392.365770936603,51000,"K"
"1480",2015,61.97,30,1036.41858932103,51000,"J"
"1481",2015,62.24,8,342.737958244287,51000,"K"
"1482",2015,63.28,20,401.491168175746,51000,"K"
"1483",2015,72.98,30,342.737958244287,51000,"E"
"1484",2015,64.31,90,342.737958244287,51000,"K"
"1485",2015,63.46,25,342.737958244287,51000,"K"
"1486",2015,64.31,64,342.737958244287,51000,"K"
"1487",2015,63.37,2017,632.15441999254,51000,"J"
"1488",2015,72.58,99,607.075186433752,51000,"J"
"1489",2015,62.9,4,476.944165830826,51000,"J"
"1490",2015,61.87,15,329.679638199411,51000,"K"
"1491",2015,72.58,62,607.075186433752,51000,"K"
"1492",2015,61.8,3,401.491168175746,51000,"K"
"1493",2015,65.1,60,607.075186433752,51000,"K"
"1494",2015,61.78,180,401.491168175746,51000,"K"
"1495",2015,66.79,118,817.692462311558,51000,"K"
"1496",2015,63.48,30,349.765350877193,51000,"K"
"1497",2015,72.28,280,401.491168175746,51000,"I"
"1498",2015,65.14,28,468.607682119205,51000,"K"
"1499",2015,NA,688,632.15441999254,51000,"K"
"1500",2015,62.08,3228,632.15441999254,51000,"K"
"1501",2015,NA,13,468.607682119205,51000,"K"
"1502",2015,61.98,6792,632.15441999254,51000,"K"
"1503",2015,62.16,166,632.048344718865,51000,"K"
"1504",2015,62.81,24,817.692462311558,51000,"J"
"1505",2015,63.23,1522,632.15441999254,51000,"K"
"1506",2015,71.66,16,632.048344718865,51000,"J"
"1507",2015,62.54,36,468.607682119205,51000,"K"
"1508",2015,63.96,20,632.048344718865,51000,"K"
"1509",2015,63.78,53,817.692462311558,51000,"K"
"1510",2015,64.85,67,817.692462311558,51000,"J"
"1511",2015,64.09,1779,632.15441999254,51000,"J"
"1512",2015,72.13,44,468.607682119205,51000,"I"
"1513",2015,63.34,6,263.711801596351,51000,"K"
"1514",2015,64.09,20,632.15441999254,51000,"K"
"1515",2015,66.67,12,468.607682119205,51000,"K"
"1516",2015,63.61,14,651.937599635618,51000,"K"
"1517",2015,61.96,46,392.365770936603,51000,"K"
"1518",2015,63.23,61,392.365770936603,51000,"K"
"1519",2015,64.04,126,470.547455295736,51000,"J"
"1520",2015,75.33,2656,632.15441999254,51000,"H"
"1521",2015,61.97,1858,632.15441999254,51000,"J"
"1522",2015,62.33,121,392.365770936603,51000,"K"
"1523",2015,62.69,10,651.937599635618,51000,"K"
"1524",2015,62.9,38,476.944165830826,51000,"J"
"1525",2015,63.94,74,345.851827388815,51000,"K"
"1526",2015,62.12,18,651.937599635618,51000,"K"
"1527",2015,61.7,59,345.851827388815,51000,"K"
"1528",2015,62.61,130,401.491168175746,51000,"K"
"1529",2015,61.81,13,398.444609967497,51000,"K"
"1530",2015,62.05,240,632.15441999254,51000,"K"
"1531",2015,67.92,215,401.491168175746,51000,"J"
"1532",2015,64.75,39,401.491168175746,51000,"K"
"1533",2015,61.83,1,403.137510879025,51000,"K"
"1534",2015,61.96,26,817.692462311558,51000,"K"
"1535",2015,71.66,107,632.048344718865,51000,"I"
"1536",2015,64.85,106,817.692462311558,51000,"J"
"1537",2015,61.84,15,468.607682119205,51000,"K"
"1538",2015,61.96,72,401.491168175746,51000,"K"
"1539",2015,63.14,30,817.692462311558,51000,"K"
"1540",2015,67.82,41,468.607682119205,51000,"J"
"1541",2015,66.62,80,263.808182169047,51000,"J"
"1542",2015,62.13,16,729.003267973856,51000,"K"
"1543",2015,62.41,80,817.692462311558,51000,"K"
"1544",2015,67.26,104,476.944165830826,51000,"J"
"1545",2015,64.5,112,468.607682119205,51000,"J"
"1546",2015,62.12,109,817.692462311558,51000,"K"
"1547",2015,63.44,71,387.676633444075,51000,"K"
"1548",2015,64.06,81,468.607682119205,51000,"K"
"1549",2015,65.84,90,468.607682119205,51000,"K"
"1550",2015,65.37,77,817.692462311558,51000,"K"
"1551",2015,61.79,34,470.547455295736,51000,"K"
"1552",2015,62.94,24,392.365770936603,51000,"K"
"1553",2015,62.25,130,729.003267973856,51000,"K"
"1554",2015,66.72,71,470.547455295736,51000,"K"
"1555",2015,80.45,20,729.003267973856,51000,"I"
"1556",2015,67,15,651.937599635618,51000,"K"
"1557",2015,67.81,15,651.937599635618,51000,"K"
"1558",2015,62.39,161,401.491168175746,51000,"K"
"1559",2015,74.27,157,470.547455295736,51000,"I"
"1560",2015,62.64,19,468.607682119205,51000,"K"
"1561",2015,67.81,52,651.937599635618,51000,"J"
"1562",2015,63.42,24,392.365770936603,51000,"K"
